,CharacterName,WikiLink,universe,woman,man,good,bad
891,Karl Malus,Karl Malus,Marvel,0,1,0,1
892,Mammomax,Mammomax,Marvel,0,0,0,0
893,Man-Ape,Man-Ape,Marvel,0,1,0,1
894,Man-Beast,Man-Beast,Marvel,0,0,0,0
895,Man-Bull,Man-Bull,Marvel,0,1,0,1
896,Man-Elephant,Man-Elephant,Marvel,0,0,0,0
897,Man-Killer,Man-Killer,Marvel,1,0,0,1
898,Man Mountain Marko,Man Mountain Marko,Marvel,0,1,0,1
899,Man-Spider,Spider-Man,Marvel,0,1,1,0
900,Man-Thing,Man-Thing,Marvel,0,1,1,0
901,Victor Mancha,Victor Mancha,Marvel,0,1,1,0
902,Mandarin,Mandarin (comics),Marvel,0,1,0,1
903,Mandrill,Mandrill (comics),Marvel,0,0,0,0
904,Dino Manelli,Dino Manelli,Marvel,0,0,0,0
905,Mangog,Mangog,Marvel,0,0,0,0
906,Manifold,Manifold (comics),Marvel,0,0,0,0
907,Manikin,Manikin (comics),Marvel,0,0,0,0
908,Manphibian,Manphibian,Marvel,0,1,1,0
909,Mantis,Mantis (Marvel Comics),Marvel,1,0,1,0
910,Anna Maria Marconi,Anna Maria Marconi,Marvel,0,0,0,0
911,Marrow,Marrow (comics),Marvel,0,0,0,0
912,Martinex,Martinex,Marvel,0,0,0,0
913,Martyr,Phyla-Vell,Marvel,0,0,0,0
914,Marvel Boy,Marvel Boy (Robert Grayson),Marvel,0,1,1,0
915,Marvelman,Marvelman,Marvel,0,0,0,0
916,Masked Marauder,Masked Marauder,Marvel,0,1,0,1
917,Masked Raider,Masked Raider,Marvel,0,0,0,0
918,Masque,Masque (comics),Marvel,0,0,0,0
919,Massacre,Massacre (Marvel Comics),Marvel,0,0,0,0
920,Mass Master,Jack Power (Marvel Comics),Marvel,0,1,1,0
921,Master Izo,Master Izo,Marvel,0,1,1,0
922,Master Khan,Master Khan,Marvel,0,0,0,0
923,Master Man,Master Man (Marvel Comics)|l1=Master Man,Marvel,0,0,0,0
924,Master Menace,Master Menace,Marvel,0,1,0,1
925,Master Mold,Master Mold,Marvel,0,0,0,0
926,Master of the World,Master of the World (comics)|l1=Master of the World,Marvel,0,0,0,0
927,Master Pandemonium,Master Pandemonium,Marvel,0,0,0,0
928,Mastermind,Mastermind (Jason Wyngarde),Marvel,0,1,0,1
929,Alicia Masters,Alicia Masters,Marvel,0,0,0,0
930,Matador,Matador (Marvel Comics),Marvel,0,1,0,1
931,Match,Match (Marvel Comics),Marvel,0,1,0,1
932,Mathemaniac,Mathemanic,Marvel,0,0,0,0
933,Mauler,Mauler (comics),Marvel,0,0,0,0
934,Maverick,David North (comics),Marvel,0,1,1,0
935,Robert Maverick,Robert Maverick,Marvel,0,1,1,0
936,Ebony Maw,Ebony Maw,Marvel,0,1,0,1
937,Luna Maximoff,Luna Maximoff,Marvel,0,0,0,0
938,Maximus the Mad,Maximus (comics),Marvel,0,0,0,0
939,Melinda May,Melinda May,Marvel,0,0,0,0
940,Mayhem,Mayhem (comics),Marvel,0,0,0,0
941,Kenny McFarlane,Kenny McFarlane,Marvel,0,0,0,0
942,Meanstreak,Meanstreak (comics),Marvel,0,0,0,0
943,Medusa,Medusa (comics),Marvel,1,0,1,0
944,Harold Meachum,Harold Meachum,Marvel,0,0,0,0
945,Ward Meachum,Ward Meachum,Marvel,0,0,0,0
946,Meggan,Meggan (character),Marvel,0,0,0,0
947,Seamus Mellencamp,Seamus Mellencamp,Marvel,0,0,0,0
948,Melter,Melter,Marvel,0,0,0,0
949,Mentallo,Mentallo,Marvel,0,0,0,0
950,Mentor,Mentor (A'lars),Marvel,0,0,0,0
951,Mephisto,Mephisto (comics),Marvel,0,1,0,1
952,Mercurio the 4-D Man,Mercurio the 4-D Man,Marvel,0,0,0,0
953,Mercury,Mercury (Marvel Comics),Marvel,0,0,0,0
954,Merlin,Merlin (Marvel Comics),Marvel,0,0,0,0
955,Merlyn,Merlyn (Marvel Comics),Marvel,0,0,0,0
956,Irene Merryweather,Irene Merryweather,Marvel,0,0,0,0
957,Mesmero,Mesmero,Marvel,0,1,0,1
958,Metal Master,Metal Master (comics),Marvel,0,0,0,0
959,Metalhead,Metalhead (comics),Marvel,0,0,0,0
960,Meteorite,Karla Sofen,Marvel,1,0,1,0
961,Mettle,Mettle (comics),Marvel,0,0,0,0
962,Lynn Michaels,Lynn Michaels,Marvel,1,0,1,0
963,Microchip,Microchip (comics),Marvel,0,0,0,0
964,Micromax,Micromax,Marvel,0,0,0,0
965,Midas,Midas (comics),Marvel,0,0,0,0
966,Midgard Serpent,Midgard Serpent (comics),Marvel,0,0,0,0
967,Proxima Midnight,Proxima Midnight,Marvel,0,0,0,0
968,Midnight Sun,Midnight Sun (Marvel Comics),Marvel,0,0,0,0
969,Midnight Fire,Midnight's Fire,Marvel,0,0,0,1
970,Miek,Miek,Marvel,0,0,0,0
971,Milan,Milan (comics),Marvel,0,0,0,0
972,Millie the Model,Millie the Model,Marvel,0,0,0,0
973,Mimic,Mimic (comics),Marvel,0,1,0,1
974,Mind-Wave,Mind-Wave,Marvel,0,0,0,0
975,Mindless Ones,Mindless Ones,Marvel,0,0,0,0
976,Nico Minoru,Nico Minoru,Marvel,1,0,1,0
977,Robert and Tina Minoru,Pride (comics)#The Minoru family,Marvel,0,0,0,0
978,Minotaur,Minotaur (comics),Marvel,0,0,0,0
979,Miracle Man,Miracle Man,Marvel,0,0,0,0
980,Mirage,Mirage (Marvel Comics),Marvel,0,0,0,0
981,Miss America,Miss America (Madeline Joyce),Marvel,1,0,1,0
982,Miss Arrow,Miss Arrow,Marvel,0,0,0,0
983,Missing Link,Missing Link (comics),Marvel,0,0,0,0
984,Mister Fantastic,Mister Fantastic,Marvel,0,1,1,0
985,Mister Fear,Mister Fear,Marvel,0,1,0,1
986,Mister Fish,Mr. Fish,Marvel,0,0,0,0
987,Mister Gideon,Gamma Corps#First Gamma Corps,Marvel,0,0,0,0
988,Mister Hyde,Mister Hyde (comics),Marvel,0,0,0,0
989,Mister Immortal,Mister Immortal,Marvel,0,0,0,0
990,Mister Jip,Mister Jip,Marvel,0,0,0,0
991,Mister M,Mister M (comics),Marvel,0,0,0,0
992,Mister Negative,Mister Negative,Marvel,0,0,0,0
993,Mister Sensitive,Mister Sensitive,Marvel,0,0,0,0
994,Mister Sinister,Mister Sinister,Marvel,0,1,0,1
995,Mister X,Mister X (Marvel Comics),Marvel,0,0,0,0
996,Yorkie Mitchell,Yorkie Mitchell,Marvel,0,0,0,0
997,MJ,MJ (Marvel Cinematic Universe),Marvel,0,0,0,0
998,Mockingbird,Mockingbird (Marvel Comics),Marvel,1,0,1,0
999,MODAM,MODAM,Marvel,0,0,0,0
1000,Max Modell,Max Modell,Marvel,0,0,0,0
1001,MODOK,MODOK,Marvel,0,1,0,1
1002,Modred the Mystic,Modred the Mystic,Marvel,0,0,0,0
1003,Modular Man,Modular Man,Marvel,0,0,0,0
1004,Mojo,Mojo (comics),Marvel,0,0,0,0
1005,Mole Man,Mole Man,Marvel,0,0,0,0
1006,Molecule Man,Molecule Man,Marvel,0,0,0,0
1007,Molten Man,Molten Man,Marvel,0,1,0,1
1008,Mongoose,Mongoose (comics),Marvel,0,0,0,0
1009,Monsteroso,Monsteroso,Marvel,0,0,0,0
1010,Montana,Montana (comics),Marvel,0,0,0,0
1011,Moon-Boy,Moon-Boy,Marvel,0,1,1,0
1012,Moondragon,Moondragon,Marvel,1,0,1,0
1013,Moon Girl,Moon Girl (Marvel Comics),Marvel,0,0,0,0
1014,Moonglow,Moonglow (comics),Marvel,0,0,0,0
1015,Moon Knight,Moon Knight,Marvel,0,1,1,0
1016,Danielle Moonstar,Danielle Moonstar,Marvel,0,0,0,0
1017,Moonstone,Lloyd Bloch,Marvel,1,0,0,1
1018,Miles Morales,Spider-Man (Miles Morales),Marvel,0,0,0,0
1019,"Morbius, the Living Vampire","Morbius, the Living Vampire",Marvel,0,1,0,1
1020,Mordred,Mordred (comics),Marvel,0,1,0,1
1021,David Moreau,David Moreau,Marvel,0,1,0,1
1022,Morg,MOR103,Marvel,0,0,0,0
1023,Jim Morita,Jim Morita,Marvel,0,0,0,0
1024,Morlun,Morlun,Marvel,0,1,0,1
1025,Morning Star,Morning Star (comics),Marvel,0,0,0,0
1026,Morph,Morph (comics),Marvel,0,1,1,0
1027,Morpheus,Morpheus (Marvel Comics),Marvel,0,0,0,0
1028,Morrat,Morrat,Marvel,0,0,0,0
1029,Mortis,Lois London,Marvel,0,0,0,0
1030,Mother Night,Mother Night (comics),Marvel,0,0,0,0
1031,Motormouth,Motormouth (comics),Marvel,0,0,0,0
1032,Mountjoy,Mountjoy (comics),Marvel,0,0,0,0
1033,Alyssa Moy,Alyssa Moy,Marvel,0,0,0,0
1034,Ms. Marvel,Ms. Marvel,Marvel,0,0,0,0
1035,Multiple Man,Jamie Madrox,Marvel,0,1,0,1
1036,Jack Murdock,Jack Murdock (comics),Marvel,0,0,0,0
1037,Maggie Murdock,Maggie Murdock,Marvel,0,0,0,0
1038,Matt Murdock,Daredevil (Marvel Comics character)|Kingpin (Matt Murdock),Marvel,0,0,0,0
1039,Mike Murdock,Mike Murdock,Marvel,0,0,0,0
1040,Murmur,Murmur (Marvel Comics),Marvel,0,0,0,0
1041,Junzo Muto,Junzo Muto,Marvel,0,0,0,0
1042,Mysterio(n),Mysterio,Marvel,0,1,0,1
1043,Mystique,Mystique (comics),Marvel,1,0,0,1
1044,N'astirh,N'astirh,Marvel,0,1,0,1
1045,N'Garai,N'Garai,Marvel,0,0,0,0
1046,"N'Kantu, the Living Mummy","N'Kantu, the Living Mummy",Marvel,0,0,0,0
1047,Naga,Naga (Marvel Comics),Marvel,0,0,0,0
1048,Nahrees,Nahrees (comics),Marvel,0,0,0,0
1049,Namor the Sub-Mariner,Namor the Sub-Mariner,Marvel,0,0,0,0
1050,Namora,Namora,Marvel,1,0,1,0
1051,Namorita,Namorita,Marvel,1,0,1,0
1052,Native,Native (comics),Marvel,0,0,0,0
1053,Nebula,Nebula (comics),Marvel,1,0,0,1
1054,NFL SuperPro,NFL SuperPro,Marvel,0,0,1,0
1055,Night Nurse,Night Nurse (comics),Marvel,0,0,0,0
1056,Night Thrasher,Night Thrasher (Dwayne Taylor),Marvel,0,0,1,0
1057,Nightcrawler,Nightcrawler (comics),Marvel,0,1,1,0
1058,Nighthawk,Nighthawk (Marvel Comics),Marvel,0,1,0,1
1059,Nightmare,Nightmare (Marvel Comics),Marvel,0,0,0,0
1060,Nightmask,Nightmask,Marvel,0,0,0,0
1061,Nightshade,Nightshade (Marvel Comics),Marvel,0,0,0,1
1062,Nightside,Nightside (comics),Marvel,0,0,0,0
1063,Nightwatch,Nightwatch (comics),Marvel,0,0,0,0
1064,Nikki,Nikki (comics),Marvel,0,0,0,0
1065,Tana Nile,Tana Nile,Marvel,0,0,0,0
1066,Nimrod,Nimrod (comics),Marvel,0,1,0,1
1067,Nitro,Nitro (comics),Marvel,0,0,0,0
1068,Kiden Nixon,Kiden Nixon,Marvel,0,0,0,0
1069,No-Name,No-Name,Marvel,0,0,0,0
1070,Nocturne,Nocturne (Talia Wagner),Marvel,0,0,0,0
1071,Nomad,Nomad (comics),Marvel,0,0,0,0
1072,Dakota North,Dakota North (comics),Marvel,0,0,0,0
1073,Northstar,Northstar (Marvel Comics),Marvel,0,1,1,0
1074,Nova,Nova (Frankie Raye),Marvel,1,0,1,0
1075,Cassandra Nova,Cassandra Nova,Marvel,1,0,0,1
1076,Nth Man,Nth Man,Marvel,0,0,0,0
1077,Nuke,Nuke (Marvel Comics),Marvel,0,1,0,1
1078,Nuklo,Nuklo,Marvel,0,0,0,0
1079,Randy O'Brien,Randy O'Brien,Marvel,0,0,0,0
1080,Alfie O'Meggan,Alfie O'Meggan,Marvel,0,0,0,0
1081,Solomon O'Sullivan,Solomon O'Sullivan,Marvel,0,0,0,0
1082,Obituary,Obituary (comics),Marvel,0,0,0,0
1083,Obliterator,Obliterator (comics),Marvel,0,0,0,0
1084,Obnoxio the Clown,Obnoxio the Clown,Marvel,0,0,0,0
1085,Occulus,Occulus,Marvel,0,0,0,0
1086,Ocean,Ocean (Marvel Comics),Marvel,0,0,0,0
1087,Ocelot,Ocelot (comics),Marvel,0,0,0,0
1088,Oddball,Oddball (comics),Marvel,0,0,0,0
1089,Odin,Odin (comics),Marvel,0,1,1,0
1090,Aleta Ogord,Aleta Ogord,Marvel,1,0,1,0
1091,Ogre,Ogre (Marvel Comics),Marvel,0,0,0,0
1092,Ogress,Ogress (comics),Marvel,0,0,0,0
1093,Old Lace,Old Lace (comics),Marvel,0,0,0,0
1094,Old Man Logan,Old Man Logan,Marvel,0,0,0,0
1095,Omega,Omega (Marvel Comics),Marvel,0,0,0,0
1096,Omega Red,Omega Red,Marvel,0,1,0,1
1097,Omega the Unknown,Omega the Unknown,Marvel,0,0,0,0
1098,Omerta,Paulie Provenzano,Marvel,0,0,0,0
1099,Onyxx,Onyxx,Marvel,0,0,0,0
1100,Ooze,Ooze (comics),Marvel,0,0,0,0
1101,Opsidian,Gene Nation,Marvel,0,0,0,0
1102,Optoman,Optoman,Marvel,0,0,0,0
1103,Oracle,Oracle (Marvel Comics),Marvel,1,0,1,0
1104,Orator,Orator (comics),Marvel,0,0,0,0
1105,Orb,Orb (comics),Marvel,0,0,0,0
1106,Orbit,Orbit (comics),Marvel,0,0,0,0
1107,Orchid,Orchid (comics),Marvel,0,0,0,0
1108,Ord,Ord (comics),Marvel,0,1,0,1
1109,Orka,Orka (comics),Marvel,0,0,0,0
1110,Orphan,Orphan (Marvel Comics),Marvel,0,0,0,0
1111,Orphan-Maker,Orphan-Maker,Marvel,0,1,0,1
1112,Orrgo,Orrgo,Marvel,0,1,1,0
1113,Ismael Ortega,Ismael Ortega,Marvel,0,0,0,0
1114,Harry Osborn,Harry Osborn|Harry Osborn (Sam Raimi film series),Marvel,0,1,0,1
1115,Norman Osborn,Norman Osborn|Norman Osborn (Sam Raimi film series),Marvel,0,0,0,0
1116,Normie Osborn,Normie Osborn,Marvel,0,0,0,0
1117,Oshtur,Oshtur,Marvel,0,0,0,0
1118,Osiris,Osiris (Marvel Comics),Marvel,0,1,1,0
1119,Otomo,Otomo (comics),Marvel,0,0,0,0
1120,Outlaw,Outlaw (comics),Marvel,0,0,0,0
1121,Outlaw Kid,Outlaw Kid,Marvel,0,1,1,0
1122,Overdrive,Overdrive (comics),Marvel,0,0,0,0
1123,Overkill,Overkill (comics),Marvel,0,0,0,0
1124,Overmind,Overmind (comics),Marvel,0,0,0,0
1125,Ozone,Ozone (comics),Marvel,0,0,0,0
1126,Owl,Owl (Marvel Comics),Marvel,0,1,0,1
1127,Ox,Ox (comics),Marvel,0,1,0,1
1128,Oya,Oya (comics),Marvel,0,0,0,0
1129,Karen Page,Karen Page,Marvel,0,0,0,0
1130,Paladin,Paladin (comics),Marvel,0,0,0,0
1131,Pandemic,Pandemic (comics),Marvel,0,0,0,0
1132,Paradigm,Paradigm (comics character),Marvel,0,0,0,0
1133,Paris,Paris (Marvel Comics),Marvel,0,0,0,0
1134,Benjy Parker,Benjamin Richard Parker,Marvel,0,0,0,0
1135,Ben Parker,Uncle Ben,Marvel,0,0,0,0
1136,Kaine Parker,Kaine Parker,Marvel,0,0,0,0
1137,Richard and Mary Parker,Richard and Mary Parker,Marvel,0,0,0,0
1138,Pasco,Pasco (comics),Marvel,0,0,0,0
1139,Patriot,Patriot (comics),Marvel,0,1,1,0
1140,Peepers,Peepers (Marvel Comics),Marvel,0,0,0,0
1141,Penance,Penance (X-Men),Marvel,0,0,1,0
1142,Peregrine,Peregrine (comics),Marvel,0,0,0,0
1143,Persuasion,Persuasion (comics),Marvel,0,0,0,0
1144,Perun,Perun (comics),Marvel,0,0,0,0
1145,Pestilence,Pestilence (comics),Marvel,0,0,0,0
1146,Mike Peterson,Deathlok (Michael Peterson),Marvel,0,0,0,0
1147,Phantazia,Phantazia,Marvel,1,0,0,1
1148,Phantom Eagle,Phantom Eagle,Marvel,0,0,0,0
1149,Phantom Reporter,Phantom Reporter,Marvel,0,1,1,0
1150,Phantom Rider,Phantom Rider,Marvel,0,0,0,0
1151,Phaser,Phaser (comics),Marvel,0,0,0,0
1152,Phastos,Phastos,Marvel,0,0,1,0
1153,Phat,Phat (comics),Marvel,0,0,0,0
1154,Phobos,Phobos (Marvel Comics),Marvel,0,0,0,0
1155,Phone Ranger,Phone Ranger,Marvel,0,0,0,0
1156,Piecemeal,Proteus (Marvel Comics)#Piecemeal,Marvel,0,0,0,0
1157,Alexander Goodwin Pierce,Alexander Goodwin Pierce,Marvel,0,0,0,0
1158,Donald Pierce,Donald Pierce,Marvel,0,1,0,1
1159,Piledriver,Piledriver (comics),Marvel,0,0,0,0
1160,Pink Pearl,Pink Pearl (comics),Marvel,0,0,0,0
1161,Pinky Pinkerton,Pinky Pinkerton,Marvel,0,1,1,0
1162,Pip the Troll,Pip the Troll,Marvel,0,0,0,0
1163,Pipeline,Pipeline (comics),Marvel,0,0,0,0
1164,Piranha,Piranha (comics),Marvel,0,0,0,0
1165,Pisces,Pisces (comics),Marvel,0,0,0,0
1166,Pixie,Pixie (X-Men),Marvel,0,0,0,0
1167,Plantman,Plantman,Marvel,0,1,0,1
1168,Plunderer,Plunderer (comics),Marvel,0,0,0,0
1169,Pluto,Pluto (Marvel Comics),Marvel,0,0,0,0
1170,Pod,Pod (comics),Marvel,0,0,0,0
1171,Polestar,Polestar (comics),Marvel,0,0,0,0
1172,Porcupine,Porcupine (comics),Marvel,0,0,0,0
1173,Portal,Portal (comics),Marvel,0,0,0,0
1174,Possessor,Possessor (comics),Marvel,0,0,0,0
1175,Postman,Postman (comics),Marvel,0,0,0,0
1176,Pepper Potts,Pepper Potts,Marvel,0,0,0,0
1177,Poundcakes,Poundcakes,Marvel,1,0,0,1
1178,Powderkeg,Powderkeg (character),Marvel,0,0,0,0
1179,Power Broker,Power Broker (character),Marvel,0,0,0,0
1180,Power Man,Power Man (Victor Alvarez),Marvel,0,1,1,0
1181,Power Princess,Power Princess,Marvel,1,0,1,0
1182,Powerhouse,Powerhouse (comics),Marvel,0,0,0,1
1183,Predator X,Predator X (Marvel Comics),Marvel,0,0,0,0
1184,Prester John,Prester John (comics),Marvel,0,0,0,0
1185,Pretty Boy,Pretty Boy (comics),Marvel,0,0,0,0
1186,Pretty Persuasions,Pretty Persuasions,Marvel,1,0,0,1
1187,Preview,Preview (comics),Marvel,0,0,0,0
1188,Primus,Primus (Marvel Comics),Marvel,0,0,0,0
1189,Princess Python,Princess Python,Marvel,1,0,0,1
1190,Prism,Prism (comics),Marvel,0,0,0,0
1191,Proctor,Proctor (comics),Marvel,0,0,0,0
1192,Prodigy,Prodigy (Ritchie Gilmore),Marvel,0,0,0,0
1193,Professor Power,Professor Power,Marvel,0,0,0,0
1194,Professor Thornton,Professor Thornton,Marvel,0,0,0,0
1195,The Profile,The Profile,Marvel,0,0,0,0
1196,Prometheus,Prometheus (Marvel Comics),Marvel,0,0,0,0
1197,Proteus,Proteus (Marvel Comics),Marvel,0,1,0,1
1198,Protocide,Protocide,Marvel,0,0,0,0
1199,Prowler,Prowler (Marvel Comics),Marvel,0,1,0,1
1200,Kitty Pryde,Kitty Pryde,Marvel,1,0,1,0
1201,Madelyne Pryor,Madelyne Pryor,Marvel,1,0,0,1
1202,Psi-Hawk,Psi-Hawk,Marvel,0,0,0,0
1203,Psycho-Man,Psycho-Man,Marvel,0,0,0,0
1204,Psyklop,Psyklop,Marvel,0,0,0,0
1205,Psylocke (Betsy Braddock),Betsy Braddock,Marvel,0,0,0,0
1206,Psylocke (Kwannon),Kwannon (character),Marvel,0,0,0,0
1207,Puck,Puck (Marvel Comics),Marvel,0,0,0,0
1208,Puff Adder,Puff Adder (comics),Marvel,0,0,0,1
1209,Pulsar,Pulsar (Marvel Comics),Marvel,0,0,0,0
1210,Pulse,Pulse (Augustus),Marvel,0,0,0,0
1211,Puma,Puma (comics),Marvel,0,0,0,0
1212,Punchout,Punchout (comics),Marvel,0,0,0,0
1213,Punisher,Punisher,Marvel,1,0,1,0
1214,Punisher 2099,Punisher 2099,Marvel,0,0,0,0
1215,Puppet Master,Puppet Master (Marvel Comics),Marvel,0,0,0,0
1216,Purple Man,Purple Man,Marvel,0,1,0,1
1217,Henry Pym,Henry Pym,Marvel,0,0,0,0
1218,Hope Pym,Hope Pym,Marvel,0,0,0,0
1219,Pyre,Pyre (comics),Marvel,0,0,0,0
1220,Pyro,Pyro (Marvel Comics),Marvel,0,1,0,1
1221,Quake,Daisy Johnson,Marvel,1,0,1,0
1222,Clay Quartermain,Clay Quartermain,Marvel,0,0,0,0
1223,Quasar,Quasar (comics),Marvel,0,0,0,0
1224,Quicksilver,Quicksilver (comics),Marvel,0,1,1,0
1225,Raa of the Caves,Raa of the Caves,Marvel,0,0,0,0
1226,Holden Radcliffe,Holden Radcliffe,Marvel,0,0,0,0
1227,Radioactive Man,Radioactive Man (comics),Marvel,0,1,0,1
1228,Radius,Radius (comics),Marvel,0,1,1,0
1229,Rage,Rage (comics),Marvel,0,0,0,0
1230,Ragnarok,Ragnarok (comics),Marvel,0,0,0,0
1231,Tamara Rahn,Tamara Rahn,Marvel,0,0,0,0
1232,Raiders,Raiders (comics),Marvel,0,0,0,0
1233,Rakkus,Rakkus,Marvel,0,0,0,0
1234,Rebel Ralston,Rebel Ralston,Marvel,0,0,0,0
1235,Rampage,Rampage (Marvel Comics),Marvel,0,0,0,0
1236,Random,Random (comics),Marvel,0,0,0,0
1237,Kavita Rao,Kavita Rao,Marvel,0,0,0,0
1238,Monica Rappaccini,Monica Rappaccini,Marvel,0,0,0,0
1239,Mikhail Rasputin,Mikhail Rasputin,Marvel,0,0,0,0
1240,Rattler,Rattler (comics),Marvel,0,0,0,0
1241,Ravage,Ravage (Marvel Comics),Marvel,0,1,0,1
1242,Ravage 2099,Ravage 2099,Marvel,0,0,0,0
1243,Ravonna,Ravonna,Marvel,0,0,0,0
1244,Rawhide Kid,Rawhide Kid,Marvel,0,1,1,0
1245,Razor Fist,Razor Fist,Marvel,0,0,0,0
1246,Razorback,Razorback (comics),Marvel,0,0,0,0
1247,Recorder 451,Recorder 451,Marvel,0,0,0,0
1248,Red Barbarian,Red Barbarian,Marvel,0,0,0,0
1249,Red Ghost,Red Ghost (character),Marvel,0,1,0,1
1250,Red Guardian,Red Guardian,Marvel,0,0,0,0
1251,Red Hulk,Red Hulk,Marvel,0,1,0,0
1252,Red Nine,Red Nine,Marvel,0,0,0,0
1253,Red Raven,Red Raven (Marvel Comics),Marvel,0,0,0,0
1254,Red Ronin,Red Ronin,Marvel,0,0,0,0
1255,Red She-Hulk,Betty Ross,Marvel,1,0,1,0
1256,Red Shift,Red Shift (comics),Marvel,0,0,0,0
1257,Red Skull,Red Skull,Marvel,0,1,0,1
1258,Red Sonja,Red Sonja,Marvel,0,0,0,0
1259,Red Wolf,Red Wolf (comics),Marvel,0,0,0,0
1260,Redstone,Redstone (comics),Marvel,0,0,0,0
1261,Redwing,Redwing (Marvel Comics),Marvel,0,0,0,0
1262,Reignfire,Reignfire,Marvel,0,0,0,0
1263,Ben Reilly,Ben Reilly,Marvel,0,0,0,0
1264,Reptil,Reptil,Marvel,0,1,1,0
1265,Reptyl,Reptyl,Marvel,0,0,0,0
1266,Clive Reston,Clive Reston,Marvel,0,0,0,0
1267,Rev,Rev (comics),Marvel,0,0,0,0
1268,Revanche,Revanche (Marvel Comics),Marvel,0,0,0,0
1269,Cecilia Reyes,Cecilia Reyes,Marvel,1,0,1,0
1270,Rhapsody,Rhapsody (comics),Marvel,0,0,0,0
1271,Rhino,Rhino (comics),Marvel,0,1,0,1
1272,Val Rhymin,Val Rhymin,Marvel,0,0,0,0
1273,Franklin Richards,Franklin Richards (Fantastic Four),Marvel,0,1,1,0
1274,Nathaniel Richards,Nathaniel Richards (Marvel Comics),Marvel,0,0,0,0
1275,Valeria Richards,Valeria Richards,Marvel,0,0,0,0
1276,Molly von Richthofen,Molly von Richthofen,Marvel,0,0,0,0
1277,Ricochet,Ricochet (comics),Marvel,0,0,0,0
1278,Rictor,Rictor,Marvel,0,1,1,0
1279,Ringer,Ringer (comics),Marvel,0,0,0,0
1280,Ringmaster,Ringmaster (comics),Marvel,0,0,0,0
1281,Ringo Kid,Ringo Kid,Marvel,0,0,0,0
1282,Dallas Riordan,Dallas Riordan,Marvel,0,0,0,0
1283,Riptide,Riptide (comics),Marvel,0,0,0,0
1284,Deborah Risman,Deborah Risman,Marvel,0,0,0,0
1285,Matthew Risman,Matthew Risman,Marvel,0,0,0,0
1286,Risque,Risque (comics),Marvel,0,0,0,0
1287,Donald & Deborah Ritter,Donald & Deborah Ritter,Marvel,0,0,0,0
1288,Robbie Robertson,Robbie Robertson (comics),Marvel,0,0,0,0
1289,Randy Robertson,Randy Robertson,Marvel,0,0,0,0
1290,Rock Python,Rock Python,Marvel,0,0,0,1
1291,Rocket Raccoon,Rocket Raccoon,Marvel,0,1,1,0
1292,Rocket Racer,Rocket Racer,Marvel,0,1,0,1
1293,Rocketeers,Rocketeers (comics),Marvel,0,0,0,0
1294,Rocketlauncher,Death Squad (comics),Marvel,0,0,0,0
1295,Rockman,Rockman (comics),Marvel,0,1,1,0
1296,Rockslide,Rockslide (comics),Marvel,0,0,0,0
1297,Rodstvow,Rodstvow,Marvel,0,0,0,0
1298,Rogue,Rogue (comics),Marvel,1,0,1,0
1299,Rom,Rom (comics),Marvel,0,0,0,0
1300,Roma,Roma (comics),Marvel,0,0,0,0
1301,Romulus,Romulus (Marvel Comics),Marvel,0,0,0,0
1302,Ronan the Accuser,Ronan the Accuser,Marvel,0,1,0,1
1303,Ronin,Ronin (Marvel Comics),Marvel,0,1,1,0
1304,Richard Rory,Richard Rory,Marvel,0,0,0,0
1305,Roughouse,Roughouse,Marvel,0,0,0,0
1306,Royal Roy,Royal Roy,Marvel,0,0,0,0
1307,Ruby Thursday,Ruby Thursday,Marvel,1,0,0,1
1308,Ruckus,Ruckus (comics),Marvel,0,0,0,0
1309,Runner,Runner (comics),Marvel,0,0,0,0
1310,Henry Russo,Henry Russo,Marvel,0,0,0,0
1311,The Russian,Russian (comics),Marvel,0,1,0,1
1312,Ryder,Skrull Kill Krew,Marvel,0,0,1,0
1313,John Ryker,John Ryker,Marvel,0,0,0,0
1314,Sabra,Sabra (comics),Marvel,0,0,0,0
1315,Sabretooth,Sabretooth (comics),Marvel,0,1,0,1
1316,Sage,Sage (comics),Marvel,1,0,1,0
1317,Sagittarius,Sagittarius (comics),Marvel,0,0,0,0
1318,Sandman,Sandman (Marvel Comics),Marvel,0,1,0,1
1319,Sangre,Sangre (comics),Marvel,0,0,0,0
1320,Sasquatch,Sasquatch (comics),Marvel,0,1,1,0
1321,Sat-Yr-9,Sat-Yr-9,Marvel,0,0,0,0
1322,Satana,Satana (Marvel Comics),Marvel,0,0,0,0
1323,Satannish,Satannish,Marvel,0,0,0,0
1324,Saturnyne,Saturnyne,Marvel,1,0,0,1
1325,Saul,Saul (comics),Marvel,0,0,0,0
1326,Sauron,Sauron (comics),Marvel,0,1,0,1
1327,Happy Sam Sawyer,Happy Sam Sawyer,Marvel,0,0,0,0
1328,Scaleface,Scaleface,Marvel,0,0,0,0
1329,Scalphunter,Scalphunter (Marvel Comics),Marvel,0,0,0,0
1330,Scarecrow,Scarecrow (Marvel Comics),Marvel,0,1,0,1
1331,Scarlet Scarab,Scarlet Scarab,Marvel,0,0,0,0
1332,Scarlet Spider,Scarlet Spider,Marvel,0,1,1,0
1333,Scarlet Witch,Scarlet Witch|Wanda Maximoff (Marvel Cinematic Universe),Marvel,1,0,0,1
